Force,Distance,Time,Event,
N,mm,min,,
Sample 1,,,,
43.4484,0.1500,0.86967,0,
43.4484,0.1500,0.86983,0,
43.2898,0.1475,0.87000,0,
43.1313,0.1475,0.87017,0,
43.1313,0.1475,0.87033,0,
43.1313,0.1475,0.87050,0,
43.1313,0.1475,0.87067,0,
43.1313,0.1475,0.87083,0,
42.9727,0.1475,0.87100,0,
42.6556,0.1475,0.87117,0,
42.4971,0.1475,0.87133,0,
42.6556,0.1475,0.87150,0,
42.6556,0.1475,0.87167,0,
42.6556,0.1475,0.87183,0,
42.6556,0.1475,0.87200,0,
42.6556,0.1475,0.87217,0,
42.6556,0.1475,0.87233,0,
42.6556,0.1475,0.87250,0,
42.4971,0.1475,0.87267,0,
42.4971,0.1475,0.87283,0,
42.1799,0.1450,0.87300,0,
41.8628,0.1450,0.87317,0,
41.7043,0.1450,0.87333,0,
41.7043,0.1450,0.87350,0,
41.7043,0.1450,0.87367,0,
41.7043,0.1450,0.87383,0,
41.7043,0.1450,0.87400,0,
41.3872,0.1425,0.87417,0,
41.0701,0.1425,0.87433,0,
40.7530,0.1425,0.87450,0,
40.7530,0.1425,0.87467,0,
40.7530,0.1425,0.87483,0,
40.7530,0.1425,0.87500,0,
40.7530,0.1425,0.87517,0,
40.9115,0.1425,0.87533,0,
40.9115,0.1425,0.87550,0,
40.9115,0.1425,0.87567,0,
40.9115,0.1425,0.87583,0,
40.9115,0.1425,0.87600,0,
40.9115,0.1425,0.87617,0,
40.9115,0.1425,0.87633,0,
40.7530,0.1425,0.87650,0,
40.4359,0.1425,0.87667,0,
40.5944,0.1425,0.87683,0,
40.5944,0.1425,0.87700,0,
40.4359,0.1400,0.87717,0,
40.2773,0.1400,0.87733,0,
40.2773,0.1400,0.87750,0,
40.2773,0.1400,0.87767,0,
40.2773,0.1400,0.87783,0,
40.1187,0.1400,0.87800,0,
39.9602,0.1400,0.87817,0,
39.9602,0.1400,0.87833,0,
39.9602,0.1400,0.87850,0,
39.9602,0.1400,0.87867,0,
40.1187,0.1400,0.87883,0,
40.1187,0.1400,0.87900,0,
40.1187,0.1400,0.87917,0,
39.9602,0.1400,0.87933,0,
39.9602,0.1400,0.87950,0,
39.8016,0.1400,0.87967,0,
39.6431,0.1400,0.87983,0,
39.3260,0.1375,0.88000,0,
39.0089,0.1375,0.88017,0,
38.5332,0.1375,0.88033,0,
38.2161,0.1350,0.88050,0,
38.0575,0.1350,0.88067,0,
38.0575,0.1350,0.88083,0,
38.0575,0.1350,0.88100,0,
38.0575,0.1350,0.88117,0,
38.0575,0.1350,0.88133,0,
38.0575,0.1350,0.88150,0,
38.2161,0.1350,0.88167,0,
38.2161,0.1350,0.88183,0,
38.2161,0.1350,0.88200,0,
38.2161,0.1350,0.88217,0,
38.2161,0.1350,0.88233,0,
38.2161,0.1350,0.88250,0,
38.2161,0.1350,0.88267,0,
38.2161,0.1350,0.88283,0,
38.2161,0.1350,0.88300,0,
38.2161,0.1350,0.88317,0,
38.2161,0.1350,0.88333,0,
37.8990,0.1350,0.88350,0,
37.7404,0.1350,0.88367,0,
37.8990,0.1350,0.88383,0,
37.8990,0.1350,0.88400,0,
37.7404,0.1350,0.88417,0,
37.5819,0.1350,0.88433,0,
37.5819,0.1350,0.88450,0,
37.5819,0.1350,0.88467,0,
37.5819,0.1325,0.88483,0,
37.2648,0.1325,0.88500,0,
37.4233,0.1325,0.88517,0,
37.4233,0.1325,0.88533,0,
37.2648,0.1325,0.88550,0,
37.1062,0.1325,0.88567,0,
36.9477,0.1325,0.88583,0,
37.1062,0.1325,0.88600,0,
37.1062,0.1325,0.88617,0,
36.9477,0.1325,0.88633,0,
36.9477,0.1325,0.88650,0,
36.9477,0.1325,0.88667,0,
36.9477,0.1325,0.88683,0,
36.9477,0.1325,0.88700,0,
36.9477,0.1325,0.88717,0,
36.9477,0.1325,0.88733,0,
36.9477,0.1325,0.88750,0,
36.7891,0.1325,0.88767,0,
36.6306,0.1300,0.88783,0,
36.4720,0.1300,0.88800,0,
36.1549,0.1300,0.88817,0,
35.6792,0.1300,0.88833,0,
35.3621,0.1275,0.88850,0,
35.2036,0.1275,0.88867,0,
35.2036,0.1275,0.88883,0,
35.2036,0.1275,0.88900,0,
35.2036,0.1275,0.88917,0,
35.2036,0.1275,0.88933,0,
35.3621,0.1275,0.88950,0,
35.3621,0.1275,0.88967,0,
35.3621,0.1275,0.88983,0,
35.3621,0.1275,0.89000,0,
35.3621,0.1275,0.89017,0,
35.3621,0.1275,0.89033,0,
35.3621,0.1275,0.89050,0,
35.3621,0.1275,0.89067,0,
35.3621,0.1275,0.89083,0,
35.3621,0.1275,0.89100,0,
35.0450,0.1275,0.89117,0,
35.0450,0.1275,0.89133,0,
35.0450,0.1275,0.89150,0,
35.0450,0.1275,0.89167,0,
34.8865,0.1275,0.89183,0,
34.8865,0.1275,0.89200,0,
34.8865,0.1275,0.89217,0,
34.8865,0.1275,0.89233,0,
34.7279,0.1250,0.89250,0,
34.5694,0.1250,0.89267,0,
34.5694,0.1250,0.89283,0,
34.5694,0.1250,0.89300,0,
34.5694,0.1250,0.89317,0,
34.4108,0.1250,0.89333,0,
34.4108,0.1250,0.89350,0,
34.4108,0.1250,0.89367,0,
34.4108,0.1250,0.89383,0,
34.4108,0.1250,0.89400,0,
34.4108,0.1250,0.89417,0,
34.4108,0.1250,0.89433,0,
34.4108,0.1250,0.89450,0,
34.4108,0.1250,0.89467,0,
34.2522,0.1250,0.89483,0,
34.0937,0.1250,0.89500,0,
33.9351,0.1225,0.89517,0,
33.7766,0.1225,0.89533,0,
33.6180,0.1225,0.89550,0,
33.3009,0.1225,0.89567,0,
33.3009,0.1225,0.89583,0,
33.3009,0.1225,0.89600,0,
33.3009,0.1225,0.89617,0,
33.1424,0.1225,0.89633,0,
32.8253,0.1200,0.89650,0,
32.6667,0.1200,0.89667,0,
32.5082,0.1200,0.89683,0,
32.5082,0.1200,0.89700,0,
32.5082,0.1200,0.89717,0,
32.6667,0.1200,0.89733,0,
32.6667,0.1200,0.89750,0,
32.5082,0.1200,0.89767,0,
32.6667,0.1200,0.89783,0,
32.6667,0.1200,0.89800,0,
32.6667,0.1200,0.89817,0,
32.6667,0.1200,0.89833,0,
32.6667,0.1200,0.89850,0,
32.5082,0.1200,0.89867,0,
32.3496,0.1200,0.89883,0,
32.3496,0.1200,0.89900,0,
32.3496,0.1200,0.89917,0,
32.3496,0.1200,0.89933,0,
32.1910,0.1200,0.89950,0,
32.1910,0.1200,0.89967,0,
32.1910,0.1200,0.89983,0,
32.1910,0.1175,0.90000,0,
32.0325,0.1175,0.90017,0,
31.8739,0.1175,0.90033,0,
31.8739,0.1175,0.90050,0,
31.8739,0.1175,0.90067,0,
31.7154,0.1175,0.90083,0,
31.5568,0.1175,0.90100,0,
31.5568,0.1175,0.90117,0,
31.7154,0.1175,0.90133,0,
31.7154,0.1175,0.90150,0,
31.7154,0.1175,0.90167,0,
31.7154,0.1175,0.90183,0,
31.7154,0.1175,0.90200,0,
31.7154,0.1175,0.90217,0,
31.7154,0.1175,0.90233,0,
31.5568,0.1175,0.90250,0,
31.3983,0.1175,0.90267,0,
31.2397,0.1150,0.90283,0,
31.0812,0.1150,0.90300,0,
30.9226,0.1150,0.90317,0,
30.7641,0.1150,0.90333,0,
30.6055,0.1150,0.90350,0,
30.4470,0.1150,0.90367,0,
30.2884,0.1125,0.90383,0,
29.9713,0.1125,0.90400,0,
29.9713,0.1125,0.90417,0,
29.9713,0.1125,0.90433,0,
29.9713,0.1125,0.90450,0,
29.9713,0.1125,0.90467,0,
29.9713,0.1125,0.90483,0,
30.1298,0.1125,0.90500,0,
30.1298,0.1125,0.90517,0,
30.1298,0.1125,0.90533,0,
30.1298,0.1125,0.90550,0,
30.1298,0.1125,0.90567,0,
30.1298,0.1125,0.90583,0,
29.9713,0.1125,0.90600,0,
29.8127,0.1125,0.90617,0,
29.8127,0.1125,0.90633,0,
29.8127,0.1125,0.90650,0,
29.6542,0.1125,0.90667,0,
29.4956,0.1125,0.90683,0,
29.6542,0.1125,0.90700,0,
29.6542,0.1125,0.90717,0,
29.6542,0.1100,0.90733,0,
29.3371,0.1100,0.90750,0,
29.1785,0.1100,0.90767,0,
29.1785,0.1100,0.90783,0,
29.1785,0.1100,0.90800,0,
29.3371,0.1100,0.90817,0,
29.3371,0.1100,0.90833,0,
29.0200,0.1100,0.90850,0,
28.8614,0.1100,0.90867,0,
28.7029,0.1100,0.90883,0,
28.8614,0.1100,0.90900,0,
28.8614,0.1100,0.90917,0,
28.8614,0.1100,0.90933,0,
28.5443,0.1100,0.90950,0,
28.3857,0.1075,0.90967,0,
28.3857,0.1075,0.90983,0,
28.3857,0.1075,0.91000,0,
28.3857,0.1075,0.91017,0,
28.5443,0.1075,0.91033,0,
28.3857,0.1075,0.91050,0,
28.2272,0.1075,0.91067,0,
27.9101,0.1075,0.91083,0,
27.5930,0.1050,0.91100,0,
27.4344,0.1050,0.91117,0,
27.4344,0.1050,0.91133,0,
27.4344,0.1050,0.91150,0,
27.4344,0.1050,0.91167,0,
27.4344,0.1050,0.91183,0,
27.4344,0.1050,0.91200,0,
27.5930,0.1050,0.91217,0,
27.5930,0.1050,0.91233,0,
27.5930,0.1050,0.91250,0,
27.5930,0.1050,0.91267,0,
27.5930,0.1050,0.91283,0,
27.5930,0.1050,0.91300,0,
27.4344,0.1050,0.91317,0,
27.4344,0.1050,0.91333,0,
27.4344,0.1050,0.91350,0,
27.4344,0.1050,0.91367,0,
27.4344,0.1050,0.91383,0,
27.2759,0.1050,0.91400,0,
26.9588,0.1025,0.91417,0,
26.8002,0.1025,0.91433,0,
26.9588,0.1025,0.91450,0,
26.9588,0.1025,0.91467,0,
26.9588,0.1025,0.91483,0,
26.9588,0.1025,0.91500,0,
26.9588,0.1025,0.91517,0,
26.9588,0.1025,0.91533,0,
26.9588,0.1025,0.91550,0,
26.9588,0.1025,0.91567,0,
26.9588,0.1025,0.91583,0,
26.8002,0.1025,0.91600,0,
26.8002,0.1025,0.91617,0,
26.6417,0.1025,0.91633,0,
26.6417,0.1025,0.91650,0,
26.6417,0.1025,0.91667,0,
26.6417,0.1025,0.91683,0,
26.6417,0.1025,0.91700,0,
26.6417,0.1025,0.91717,0,
26.4831,0.1025,0.91733,0,
26.3245,0.1025,0.91750,0,
26.3245,0.1025,0.91767,0,
26.3245,0.1025,0.91783,0,
26.3245,0.1025,0.91800,0,
26.3245,0.1025,0.91817,0,
26.3245,0.1025,0.91833,0,
26.1660,0.1000,0.91850,0,
25.8489,0.1000,0.91867,0,
25.6903,0.1000,0.91883,0,
25.3732,0.1000,0.91900,0,
25.0561,0.0975,0.91917,0,
24.7390,0.0975,0.91933,0,
24.5805,0.0975,0.91950,0,
24.5805,0.0975,0.91967,0,
24.5805,0.0975,0.91983,0,
24.5805,0.0975,0.92000,0,
24.5805,0.0975,0.92017,0,
24.7390,0.0975,0.92033,0,
24.7390,0.0975,0.92050,0,
24.7390,0.0975,0.92067,0,
24.7390,0.0975,0.92083,0,
24.7390,0.0975,0.92100,0,
24.7390,0.0975,0.92117,0,
24.7390,0.0975,0.92133,0,
24.8976,0.0975,0.92150,0,
24.7390,0.0975,0.92167,0,
24.7390,0.0975,0.92183,0,
24.5805,0.0975,0.92200,0,
24.4219,0.0975,0.92217,0,
24.5805,0.0975,0.92233,0,
24.5805,0.0975,0.92250,0,
24.4219,0.0950,0.92267,0,
24.2633,0.0950,0.92283,0,
24.2633,0.0950,0.92300,0,
24.4219,0.0950,0.92317,0,
24.2633,0.0950,0.92333,0,
24.1048,0.0950,0.92350,0,
24.1048,0.0950,0.92367,0,
24.1048,0.0950,0.92383,0,
24.1048,0.0950,0.92400,0,
24.1048,0.0950,0.92417,0,
24.1048,0.0950,0.92433,0,
24.1048,0.0950,0.92450,0,
24.1048,0.0950,0.92467,0,
23.9462,0.0950,0.92483,0,
23.7877,0.0950,0.92500,0,
23.6291,0.0950,0.92517,0,
23.6291,0.0950,0.92533,0,
23.6291,0.0950,0.92550,0,
23.6291,0.0950,0.92567,0,
23.6291,0.0950,0.92583,0,
23.6291,0.0925,0.92600,0,
23.4706,0.0925,0.92617,0,
23.3120,0.0925,0.92633,0,
23.1535,0.0925,0.92650,0,
22.8364,0.0900,0.92667,0,
22.3607,0.0900,0.92683,0,
21.8850,0.0900,0.92700,0,
21.8850,0.0900,0.92717,0,
22.0436,0.0900,0.92733,0,
22.0436,0.0900,0.92750,0,
22.0436,0.0900,0.92767,0,
22.0436,0.0900,0.92783,0,
22.0436,0.0900,0.92800,0,
22.0436,0.0900,0.92817,0,
22.0436,0.0900,0.92833,0,
22.0436,0.0900,0.92850,0,
22.2021,0.0900,0.92867,0,
22.2021,0.0900,0.92883,0,
22.2021,0.0900,0.92900,0,
22.2021,0.0900,0.92917,0,
22.2021,0.0900,0.92933,0,
22.2021,0.0900,0.92950,0,
22.2021,0.0900,0.92967,0,
22.2021,0.0900,0.92983,0,
22.0436,0.0875,0.93000,0,
21.8850,0.0875,0.93017,0,
22.0436,0.0875,0.93033,0,
22.0436,0.0875,0.93050,0,
21.8850,0.0875,0.93067,0,
21.7265,0.0875,0.93083,0,
21.8850,0.0875,0.93100,0,
21.8850,0.0875,0.93117,0,
21.7265,0.0875,0.93133,0,
21.5679,0.0875,0.93150,0,
21.5679,0.0875,0.93167,0,
21.5679,0.0875,0.93183,0,
21.5679,0.0875,0.93200,0,
21.4094,0.0875,0.93217,0,
21.2508,0.0875,0.93233,0,
21.4094,0.0875,0.93250,0,
21.2508,0.0875,0.93267,0,
21.4094,0.0875,0.93283,0,
21.4094,0.0875,0.93300,0,
21.4094,0.0850,0.93317,0,
21.4094,0.0850,0.93333,0,
21.2508,0.0850,0.93350,0,
21.2508,0.0850,0.93367,0,
21.0923,0.0850,0.93383,0,
20.9337,0.0850,0.93400,0,
20.7752,0.0850,0.93417,0,
20.7752,0.0850,0.93433,0,
20.4581,0.0825,0.93450,0,
20.1409,0.0825,0.93467,0,
19.9824,0.0825,0.93483,0,
19.8238,0.0825,0.93500,0,
19.8238,0.0825,0.93517,0,
19.8238,0.0825,0.93533,0,
19.8238,0.0825,0.93550,0,
19.8238,0.0825,0.93567,0,
19.9824,0.0825,0.93583,0,
19.9824,0.0825,0.93600,0,
19.9824,0.0825,0.93617,0,
19.9824,0.0825,0.93633,0,
19.9824,0.0825,0.93650,0,
19.9824,0.0825,0.93667,0,
19.9824,0.0825,0.93683,0,
19.9824,0.0825,0.93700,0,
19.9824,0.0825,0.93717,0,
19.6653,0.0800,0.93733,0,
19.5067,0.0800,0.93750,0,
19.5067,0.0800,0.93767,0,
19.5067,0.0800,0.93783,0,
19.5067,0.0800,0.93800,0,
19.5067,0.0800,0.93817,0,
19.5067,0.0800,0.93833,0,
19.5067,0.0800,0.93850,0,
19.3482,0.0800,0.93867,0,
19.1896,0.0800,0.93883,0,
19.3482,0.0800,0.93900,0,
19.3482,0.0800,0.93917,0,
19.1896,0.0800,0.93933,0,
19.0311,0.0800,0.93950,0,
19.1896,0.0800,0.93967,0,
19.1896,0.0800,0.93983,0,
19.0311,0.0775,0.94000,0,
18.7140,0.0775,0.94017,0,
18.7140,0.0775,0.94033,0,
18.7140,0.0775,0.94050,0,
18.7140,0.0775,0.94067,0,
18.7140,0.0775,0.94083,0,
18.7140,0.0775,0.94100,0,
18.7140,0.0775,0.94117,0,
18.7140,0.0775,0.94133,0,
18.7140,0.0775,0.94150,0,
18.7140,0.0775,0.94167,0,
18.7140,0.0775,0.94183,0,
18.3968,0.0775,0.94200,0,
18.2383,0.0775,0.94217,0,
17.9212,0.0750,0.94233,0,
17.4455,0.0750,0.94250,0,
17.1284,0.0725,0.94267,0,
17.1284,0.0725,0.94283,0,
17.1284,0.0725,0.94300,0,
17.1284,0.0725,0.94317,0,
17.1284,0.0725,0.94333,0,
17.1284,0.0725,0.94350,0,
17.2870,0.0725,0.94367,0,
17.2870,0.0725,0.94383,0,
17.2870,0.0725,0.94400,0,
17.2870,0.0725,0.94417,0,
17.2870,0.0725,0.94433,0,
17.2870,0.0725,0.94450,0,
17.2870,0.0725,0.94467,0,
17.2870,0.0725,0.94483,0,
17.4455,0.0725,0.94500,0,
17.2870,0.0725,0.94517,0,
17.4455,0.0725,0.94533,0,
17.2870,0.0725,0.94550,0,
17.1284,0.0725,0.94567,0,
17.1284,0.0725,0.94583,0,
17.1284,0.0725,0.94600,0,
17.1284,0.0725,0.94617,0,
16.9699,0.0725,0.94633,0,
16.9699,0.0725,0.94650,0,
16.9699,0.0725,0.94667,0,
16.9699,0.0725,0.94683,0,
16.8113,0.0725,0.94700,0,
16.6528,0.0725,0.94717,0,
16.6528,0.0725,0.94733,0,
16.8113,0.0725,0.94750,0,
16.8113,0.0725,0.94767,0,
16.8113,0.0725,0.94783,0,
16.8113,0.0725,0.94800,0,
16.8113,0.0725,0.94817,0,
16.8113,0.0700,0.94833,0,
16.6528,0.0700,0.94850,0,
16.4942,0.0700,0.94867,0,
16.4942,0.0700,0.94883,0,
16.3356,0.0700,0.94900,0,
16.3356,0.0700,0.94917,0,
16.1771,0.0700,0.94933,0,
16.1771,0.0700,0.94950,0,
16.1771,0.0700,0.94967,0,
16.1771,0.0700,0.94983,0,
16.1771,0.0700,0.95000,0,
16.0185,0.0700,0.95017,0,
15.8600,0.0675,0.95033,0,
15.3843,0.0675,0.95050,0,
15.0672,0.0650,0.95067,0,
14.7501,0.0650,0.95083,0,
14.5916,0.0650,0.95100,0,
14.7501,0.0650,0.95117,0,
14.7501,0.0650,0.95133,0,
14.7501,0.0650,0.95150,0,
14.9087,0.0650,0.95167,0,
14.9087,0.0650,0.95183,0,
14.9087,0.0650,0.95200,0,
14.9087,0.0650,0.95217,0,
14.9087,0.0650,0.95233,0,
14.9087,0.0650,0.95250,0,
14.9087,0.0650,0.95267,0,
14.9087,0.0650,0.95283,0,
14.9087,0.0650,0.95300,0,
14.9087,0.0650,0.95317,0,
14.9087,0.0650,0.95333,0,
14.9087,0.0650,0.95350,0,
14.9087,0.0650,0.95367,0,
14.9087,0.0650,0.95383,0,
14.9087,0.0650,0.95400,0,
14.9087,0.0650,0.95417,0,
14.7501,0.0650,0.95433,0,
14.7501,0.0650,0.95450,0,
14.7501,0.0650,0.95467,0,
14.5916,0.0650,0.95483,0,
14.5916,0.0650,0.95500,0,
14.7501,0.0650,0.95517,0,
14.5916,0.0650,0.95533,0,
14.5916,0.0650,0.95550,0,
14.4330,0.0650,0.95567,0,
14.4330,0.0625,0.95583,0,
14.4330,0.0625,0.95600,0,
14.2744,0.0625,0.95617,0,
14.2744,0.0625,0.95633,0,
14.2744,0.0625,0.95650,0,
14.2744,0.0625,0.95667,0,
14.1159,0.0625,0.95683,0,
14.1159,0.0625,0.95700,0,
14.1159,0.0625,0.95717,0,
13.9573,0.0625,0.95733,0,
13.6402,0.0600,0.95750,0,
13.3231,0.0600,0.95767,0,
13.0060,0.0600,0.95783,0,
12.6889,0.0575,0.95800,0,
12.5304,0.0575,0.95817,0,
12.6889,0.0575,0.95833,0,
12.6889,0.0575,0.95850,0,
12.6889,0.0575,0.95867,0,
12.6889,0.0575,0.95883,0,
12.8475,0.0575,0.95900,0,
12.6889,0.0575,0.95917,0,
12.8475,0.0575,0.95933,0,
12.8475,0.0575,0.95950,0,
12.8475,0.0575,0.95967,0,
12.8475,0.0575,0.95983,0,
12.8475,0.0575,0.96000,0,
12.8475,0.0575,0.96017,0,
12.8475,0.0575,0.96033,0,
12.8475,0.0575,0.96050,0,
12.8475,0.0575,0.96067,0,
12.8475,0.0575,0.96083,0,
12.8475,0.0575,0.96100,0,
12.8475,0.0575,0.96117,0,
12.6889,0.0575,0.96133,0,
12.6889,0.0575,0.96150,0,
12.5304,0.0575,0.96167,0,
12.5304,0.0575,0.96183,0,
12.5304,0.0575,0.96200,0,
12.5304,0.0575,0.96217,0,
12.5304,0.0575,0.96233,0,
12.5304,0.0575,0.96250,0,
12.3718,0.0575,0.96267,0,
12.3718,0.0575,0.96283,0,
12.2132,0.0550,0.96300,0,
12.2132,0.0550,0.96317,0,
12.2132,0.0550,0.96333,0,
12.2132,0.0550,0.96350,0,
12.2132,0.0550,0.96367,0,
12.2132,0.0550,0.96383,0,
12.0547,0.0550,0.96400,0,
12.0547,0.0550,0.96417,0,
11.8961,0.0550,0.96433,0,
11.8961,0.0550,0.96450,0,
11.7376,0.0550,0.96467,0,
11.7376,0.0550,0.96483,0,
11.5790,0.0550,0.96500,0,
11.5790,0.0525,0.96517,0,
11.4205,0.0525,0.96533,0,
11.2619,0.0525,0.96550,0,
10.9448,0.0525,0.96567,0,
10.7863,0.0525,0.96583,0,
10.6277,0.0500,0.96600,0,
10.6277,0.0500,0.96617,0,
10.6277,0.0500,0.96633,0,
10.6277,0.0500,0.96650,0,
10.6277,0.0500,0.96667,0,
10.6277,0.0500,0.96683,0,
10.7863,0.0500,0.96700,0,
10.7863,0.0500,0.96717,0,
10.7863,0.0500,0.96733,0,
10.7863,0.0500,0.96750,0,
10.7863,0.0500,0.96767,0,
10.7863,0.0500,0.96783,0,
10.7863,0.0500,0.96800,0,
10.7863,0.0500,0.96817,0,
10.7863,0.0500,0.96833,0,
10.4691,0.0500,0.96850,0,
10.3106,0.0500,0.96867,0,
10.3106,0.0500,0.96883,0,
10.3106,0.0500,0.96900,0,
10.3106,0.0500,0.96917,0,
10.3106,0.0500,0.96933,0,
10.3106,0.0500,0.96950,0,
10.3106,0.0500,0.96967,0,
10.3106,0.0500,0.96983,0,
10.4691,0.0500,0.97000,0,
10.3106,0.0500,0.97017,0,
10.3106,0.0500,0.97033,0,
10.3106,0.0500,0.97050,0,
10.1520,0.0500,0.97067,0,
10.1520,0.0475,0.97083,0,
10.1520,0.0475,0.97100,0,
10.1520,0.0475,0.97117,0,
10.1520,0.0475,0.97133,0,
9.9935,0.0475,0.97150,0,
9.9935,0.0475,0.97167,0,
9.8349,0.0475,0.97183,0,
9.8349,0.0475,0.97200,0,
9.6764,0.0475,0.97217,0,
9.5178,0.0475,0.97233,0,
9.5178,0.0475,0.97250,0,
9.5178,0.0475,0.97267,0,
9.3593,0.0450,0.97283,0,
9.2007,0.0450,0.97300,0,
9.0422,0.0450,0.97317,0,
8.5665,0.0425,0.97333,0,
8.2494,0.0425,0.97350,0,
8.2494,0.0425,0.97367,0,
8.2494,0.0425,0.97383,0,
8.4079,0.0425,0.97400,0,
8.4079,0.0425,0.97417,0,
8.4079,0.0425,0.97433,0,
8.4079,0.0425,0.97450,0,
8.4079,0.0425,0.97467,0,
8.5665,0.0425,0.97483,0,
8.5665,0.0425,0.97500,0,
8.5665,0.0425,0.97517,0,
8.4079,0.0425,0.97533,0,
8.5665,0.0425,0.97550,0,
8.5665,0.0425,0.97567,0,
8.5665,0.0425,0.97583,0,
8.4079,0.0425,0.97600,0,
8.4079,0.0425,0.97617,0,
8.4079,0.0425,0.97633,0,
8.4079,0.0425,0.97650,0,
8.2494,0.0425,0.97667,0,
8.2494,0.0425,0.97683,0,
8.2494,0.0425,0.97700,0,
8.0908,0.0425,0.97717,0,
8.2494,0.0425,0.97733,0,
8.2494,0.0425,0.97750,0,
8.0908,0.0425,0.97767,0,
8.0908,0.0425,0.97783,0,
8.0908,0.0400,0.97800,0,
7.9323,0.0400,0.97817,0,
7.9323,0.0400,0.97833,0,
7.9323,0.0400,0.97850,0,
7.9323,0.0400,0.97867,0,
7.9323,0.0400,0.97883,0,
7.7737,0.0400,0.97900,0,
7.7737,0.0400,0.97917,0,
7.6152,0.0400,0.97933,0,
7.6152,0.0400,0.97950,0,
7.6152,0.0400,0.97967,0,
7.6152,0.0400,0.97983,0,
7.6152,0.0400,0.98000,0,
7.6152,0.0400,0.98017,0,
7.4566,0.0400,0.98033,0,
7.4566,0.0375,0.98050,0,
7.1395,0.0375,0.98067,0,
6.9810,0.0375,0.98083,0,
6.5053,0.0350,0.98100,0,
6.1882,0.0350,0.98117,0,
6.1882,0.0350,0.98133,0,
6.1882,0.0350,0.98150,0,
6.3467,0.0350,0.98167,0,
6.3467,0.0350,0.98183,0,
6.3467,0.0350,0.98200,0,
6.3467,0.0350,0.98217,0,
6.3467,0.0350,0.98233,0,
6.3467,0.0350,0.98250,0,
6.5053,0.0350,0.98267,0,
6.5053,0.0350,0.98283,0,
6.5053,0.0350,0.98300,0,
6.5053,0.0350,0.98317,0,
6.5053,0.0350,0.98333,0,
6.5053,0.0350,0.98350,0,
6.5053,0.0350,0.98367,0,
6.5053,0.0350,0.98383,0,
6.3467,0.0350,0.98400,0,
6.3467,0.0350,0.98417,0,
6.3467,0.0350,0.98433,0,
6.3467,0.0350,0.98450,0,
6.3467,0.0350,0.98467,0,
6.1882,0.0350,0.98483,0,
6.1882,0.0350,0.98500,0,
6.1882,0.0350,0.98517,0,
6.1882,0.0350,0.98533,0,
6.0296,0.0350,0.98550,0,
6.0296,0.0325,0.98567,0,
5.8711,0.0325,0.98583,0,
5.8711,0.0325,0.98600,0,
5.8711,0.0325,0.98617,0,
5.8711,0.0325,0.98633,0,
5.8711,0.0325,0.98650,0,
5.8711,0.0325,0.98667,0,
5.7125,0.0325,0.98683,0,
5.7125,0.0325,0.98700,0,
5.7125,0.0325,0.98717,0,
5.5540,0.0325,0.98733,0,
5.5540,0.0325,0.98750,0,
5.5540,0.0325,0.98767,0,
5.3954,0.0325,0.98783,0,
5.3954,0.0300,0.98800,0,
5.0783,0.0300,0.98817,0,
4.7612,0.0300,0.98833,0,
4.6027,0.0275,0.98850,0,
4.1270,0.0275,0.98867,0,
4.1270,0.0275,0.98883,0,
4.1270,0.0275,0.98900,0,
4.2855,0.0275,0.98917,0,
4.2855,0.0275,0.98933,0,
4.2855,0.0275,0.98950,0,
4.2855,0.0275,0.98967,0,
4.2855,0.0275,0.98983,0,
4.2855,0.0275,0.99000,0,
4.2855,0.0275,0.99017,0,
4.2855,0.0275,0.99033,0,
4.4441,0.0275,0.99050,0,
4.4441,0.0275,0.99067,0,
4.4441,0.0275,0.99083,0,
4.4441,0.0275,0.99100,0,
4.4441,0.0275,0.99117,0,
4.2855,0.0275,0.99133,0,
4.1270,0.0275,0.99150,0,
4.1270,0.0275,0.99167,0,
4.1270,0.0275,0.99183,0,
4.1270,0.0275,0.99200,0,
4.1270,0.0275,0.99217,0,
4.1270,0.0275,0.99233,0,
4.1270,0.0275,0.99250,0,
4.1270,0.0275,0.99267,0,
4.1270,0.0275,0.99283,0,
3.9684,0.0275,0.99300,0,
3.9684,0.0250,0.99317,0,
3.8099,0.0250,0.99333,0,
3.8099,0.0250,0.99350,0,
3.8099,0.0250,0.99367,0,
3.8099,0.0250,0.99383,0,
3.8099,0.0250,0.99400,0,
3.8099,0.0250,0.99417,0,
3.6513,0.0250,0.99433,0,
3.6513,0.0250,0.99450,0,
3.4928,0.0250,0.99467,0,
3.4928,0.0250,0.99483,0,
3.4928,0.0250,0.99500,0,
3.4928,0.0250,0.99517,0,
3.3342,0.0250,0.99533,0,
3.3342,0.0250,0.99550,0,
3.3342,0.0250,0.99567,0,
3.1757,0.0225,0.99583,0,
3.0171,0.0225,0.99600,0,
2.7000,0.0225,0.99617,0,
2.3829,0.0200,0.99633,0,
2.0658,0.0200,0.99650,0,
1.9069,0.0200,0.99667,0,
2.0658,0.0200,0.99683,0,
2.0658,0.0200,0.99700,0,
2.0658,0.0200,0.99717,0,
2.0658,0.0200,0.99733,0,
2.2243,0.0200,0.99750,0,
2.2243,0.0200,0.99767,0,
2.2243,0.0200,0.99783,0,
2.2243,0.0200,0.99800,0,
2.2243,0.0200,0.99817,0,
2.2243,0.0200,0.99833,0,
2.2243,0.0200,0.99850,0,
2.2243,0.0200,0.99867,0,
